Compound,MarmID,Lesion,TP1_MeanHU,TP2_MeanHU,TP3_MeanHU,TP4_MeanHU,TP5_MeanHU,TP6_MeanHU,TP1_MedianHU,TP2_MedianHU,TP3_MedianHU,TP4_MedianHU,TP5_MedianHU,TP6_MedianHU,TP1_StandDevHU,TP2_StandDevHU,TP3_StandDevHU,TP4_StandDevHU,TP5_StandDevHU,TP6_StandDevHU,TP1_MeanSUV,TP2_MeanSUV,TP3_MeanSUV,TP4_MeanSUV,TP5_MeanSUV,TP6_MeanSUV,TP1_MedianSUV,TP2_MedianSUV,TP3_MedianSUV,TP4_MedianSUV,TP5_MedianSUV,TP6_MedianSUV,TP1_StandDevSUV,TP2_StandDevSUV,TP3_StandDevSUV,TP4_StandDevSUV,TP5_StandDevSUV,TP6_StandDevSUV,TP1_MaxSUV,TP2_MaxSUV,TP3_MaxSUV,TP4_MaxSUV,TP5_MaxSUV,TP6_MaxSUV,TP1_HighSUV,TP2_HighSUV,TP3_HighSUV,TP4_HighSUV,TP5_HighSUV,TP6_HighSUV,TP1_VOLMORE1p5_SUV,TP2_VOLMORE1p5_SUV,TP3_VOLMORE1p5_SUV,TP4_VOLMORE1p5_SUV,TP5_VOLMORE1p5_SUV,TP6_VOLMORE1p5_SUV,TP1_VOLMORE2_SUV,TP2_VOLMORE2_SUV,TP3_VOLMORE2_SUV,TP4_VOLMORE2_SUV,TP5_VOLMORE2_SUV,TP6_VOLMORE2_SUV,TP1_TLG_SUV,TP2_TLG_SUV,TP3_TLG_SUV,TP4_TLG_SUV,TP5_TLG_SUV,TP6_TLG_SUV,TP1_TLG_HardPlusSoft_SUV,TP2_TLG_HardPlusSoft_SUV,TP3_TLG_HardPlusSoft_SUV,TP4_TLG_HardPlusSoft_SUV,TP5_TLG_HardPlusSoft_SUV,TP6_TLG_HardPlusSoft_SUV,TP1_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP2_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP3_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP4_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP5_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP6_TLG_HardPlusSoft_SublesionDivMuscleTLG,TP1_SoftVol,TP2_SoftVol,TP3_SoftVol,TP4_SoftVol,TP5_SoftVol,TP6_SoftVol,TP1_HardVol,TP2_HardVol,TP3_HardVol,TP4_HardVol,TP5_HardVol,TP6_HardVol,TP1_log10CFU,TP2_log10CFU,TP3_log10CFU,TP4_log10CFU,TP5_log10CFU,TP6_log10CFU,TP1_LesionType,TP2_LesionType,TP3_LesionType,TP4_LesionType,TP5_LesionType,TP6_LesionType,TP1_FinalLesionType,TP2_FinalLesionType,TP3_FinalLesionType,TP4_FinalLesionType,TP5_FinalLesionType,TP6_FinalLesionType,TP1_Consolidate,TP2_Consolidate,TP3_Consolidate,TP4_Consolidate,TP5_Consolidate,TP6_Consolidate,TP1_Contour,TP2_Contour,TP3_Contour,TP4_Contour,TP5_Contour,TP6_Contour,UMAP1,UMAP2,cluster,classif
BDQ+DEL,BQ33,1,-278.8,-19.58,-5.36,-47.47,-66.73,-147.61,-294.0,9.0,17.0,4.0,0.0,-27.0,193.23,113.7,96.72,154.46,180.74,264.62,1.19,5.02,4.24,3.26,3.24,2.07,0.94,4.45,4.14,3.18,2.98,1.81,0.71,2.95,1.77,1.57,1.7,1.05,4.01,12.06,8.3,7.43,8.01,6.12,,,,,,,0.03,0.84,0.98,0.67,0.57,0.37,0.02,0.73,0.9,0.59,0.5,0.24,0.15,4.63,4.3,2.64,2.28,1.18,0.12,4.59,4.3,2.57,2.19,1.04,0.923076923076923,57.375,35.833333333333336,21.416666666666668,21.9,9.454545454545455,0.06,0.06,0.05,0.07,0.09,0.11,0.03,0.83,0.96,0.75,0.58,0.39,1.79,1.79,1.79,1.79,1.79,1.79,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 01 Day 032 AA,Lesion 01 Day 045 AA,Lesion 01 Day 060 AA,Lesion 01 Day 073 AA,Lesion 01 Day 087 AA,Lesion 01 Day 101 AA,-1.8086252,7.6893625,0,hot
BDQ+DEL,BQ33,2,-266.68,-102.94,-47.68,-79.89,-133.1,-167.97,-256.0,-35.0,-9.0,-19.0,-46.0,-69.0,185.25,158.03,126.54,171.53,216.86,232.13,0.61,4.19,3.91,3.24,2.63,1.69,0.49,3.74,4.12,3.16,2.49,1.58,0.36,2.82,2.03,1.69,1.5,0.74,2.87,10.84,8.86,7.69,7.6,3.77,,,,,,,0.01,1.03,1.39,1.52,1.11,0.79,0.0,0.91,1.28,1.36,0.93,0.48,0.11,5.73,6.73,6.29,4.17,2.44,0.09,5.63,6.72,6.11,3.94,2.21,0.6923076923076923,70.375,56.0,50.91666666666667,39.4,20.09090909090909,0.09,0.3,0.19,0.3,0.37,0.37,0.06,1.02,1.48,1.51,1.14,0.93,2.68,2.68,2.68,2.68,2.68,2.68,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 02 Day 032 AA,Lesion 02 Day 045 AA,Lesion 02 Day 060 AA,Lesion 02 Day 073 AA,Lesion 02 Day 087 AA,Lesion 02 Day 101 AA,-4.136446,6.5885506,0,hot
BDQ+DEL,BQ33,3,-245.28,-138.08,-98.51,-154.46,-312.52,-353.77,-214.0,-75.0,-34.0,-78.0,-259.0,-274.0,196.54,168.09,160.35,183.29,270.52,292.88,0.98,3.5,3.17,2.18,1.21,0.94,0.79,2.82,2.91,1.93,1.22,0.93,0.55,2.45,1.73,1.21,0.44,0.22,2.6,10.97,7.45,4.88,2.23,1.65,,,,,,,0.02,0.33,0.44,0.26,0.12,0.0,0.01,0.29,0.38,0.22,0.01,0.0,0.11,1.6,1.82,0.93,0.47,0.35,0.09,1.54,1.79,0.88,0.34,0.24,0.6923076923076923,19.25,14.916666666666668,7.333333333333334,3.4,2.1818181818181817,0.05,0.14,0.12,0.14,0.15,0.13,0.04,0.31,0.44,0.28,0.14,0.13,2.78,2.78,2.78,2.78,2.78,2.78,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 03 Day 032 AA,Lesion 03 Day 045 AA,Lesion 03 Day 060 AA,Lesion 03 Day 073 AA,Lesion 03 Day 087 AA,Lesion 03 Day 101 AA,-2.0335772,6.1043916,0,hot
BDQ+DEL,BQ33,4,-542.5,-365.9,-430.71,-536.85,-655.83,-699.12,-582.0,-386.0,-454.0,-549.0,-672.0,-704.0,115.0,156.29,163.89,100.27,61.83,60.08,0.5,0.69,0.67,0.56,0.51,0.66,0.49,0.68,0.66,0.56,0.49,0.62,0.06,0.06,0.07,0.06,0.09,0.11,0.63,0.94,0.89,0.68,0.77,0.99,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.48,0.48,0.48,0.48,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 04 Day 032 AA,Lesion 04 Day 045 AA,Lesion 04 Day 060 AA,Lesion 04 Day 073 AA,Lesion 04 Day 087 AA,Lesion 04 Day 101 AA,9.5951395,5.2316813,8,cool
BDQ+DEL,BQ33,5,-410.25,-271.03,-310.22,-408.34,-592.47,-690.61,-449.0,-280.0,-338.0,-455.0,-633.0,-711.0,157.26,167.28,188.82,139.56,106.08,84.5,0.51,1.16,0.92,0.64,0.51,0.79,0.5,1.17,0.93,0.63,0.5,0.79,0.05,0.2,0.1,0.07,0.06,0.14,0.65,1.75,1.14,0.79,0.69,1.12,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.125,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.48,0.48,0.48,0.48,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 05 Day 032 AA,Lesion 05 Day 045 AA,Lesion 05 Day 060 AA,Lesion 05 Day 073 AA,Lesion 05 Day 087 AA,Lesion 05 Day 101 AA,7.505322,5.6086125,8,cool
BDQ+DEL,BQ33,6,-287.58,-211.32,-191.95,-245.76,-248.24,-229.36,-288.0,-167.0,-140.0,-210.0,-238.0,-201.0,146.08,178.04,178.52,171.18,171.33,166.54,0.39,2.28,1.57,1.01,0.79,0.67,0.38,1.45,1.12,0.83,0.66,0.59,0.03,1.88,1.07,0.51,0.36,0.24,0.48,7.56,4.84,2.63,1.78,1.3,,,,,,,0.0,0.06,0.07,0.02,0.01,0.0,0.0,0.05,0.05,0.01,0.0,0.0,0.0,0.28,0.29,0.14,0.08,0.07,0.0,0.27,0.28,0.13,0.07,0.06,0.0,3.375,2.3333333333333335,1.0833333333333335,0.7000000000000001,0.5454545454545454,0.01,0.06,0.07,0.06,0.05,0.05,0.0,0.06,0.1,0.06,0.04,0.04,2.54,2.54,2.54,2.54,2.54,2.54,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 06 Day 032 AA,Lesion 06 Day 045 AA,Lesion 06 Day 060 AA,Lesion 06 Day 073 AA,Lesion 06 Day 087 AA,Lesion 06 Day 101 AA,2.7294042,5.5243464,10,cool
BDQ+DEL,BQ33,7,-480.09,-409.38,-395.94,-553.41,-630.76,-655.08,-490.0,-425.0,-410.0,-574.0,-649.0,-675.0,116.58,161.09,166.71,110.47,99.32,101.17,0.41,0.51,0.54,0.54,0.42,0.44,0.4,0.51,0.54,0.53,0.41,0.43,0.02,0.04,0.03,0.04,0.03,0.02,0.47,0.67,0.6,0.67,0.5,0.48,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.48,0.48,0.48,0.48,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,Scar,false,false,false,false,false,false,Lesion 07 Day 032 AA,Lesion 07 Day 045 AA,Lesion 07 Day 060 AA,Lesion 07 Day 073 AA,Lesion 07 Day 087 AA,Lesion 07 Day 101 AA,9.641754,4.8526306,8,cool
BDQ+DEL,BQ33,8,-373.93,-38.38,-41.31,-49.37,-95.5,-88.6,-407.0,10.0,9.0,1.0,-25.0,-19.0,200.68,136.33,139.45,141.8,172.44,161.67,0.66,3.95,2.65,2.68,3.43,2.3,0.49,3.1,2.05,2.6,3.25,2.37,0.49,2.76,1.85,1.36,1.99,0.86,2.84,11.33,7.47,6.36,8.79,4.77,,,,,,,0.01,0.47,0.4,0.46,0.45,0.48,0.01,0.41,0.35,0.38,0.4,0.4,0.09,2.46,1.79,1.65,1.88,1.4,0.06,2.44,1.77,1.63,1.84,1.33,0.4615384615384615,30.5,14.75,13.583333333333332,18.4,12.090909090909092,0.06,0.09,0.12,0.12,0.14,0.14,0.02,0.56,0.58,0.51,0.41,0.47,0.78,0.78,0.78,0.78,0.78,0.78,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 08 Day 032 AA,Lesion 08 Day 045 AA,Lesion 08 Day 060 AA,Lesion 08 Day 073 AA,Lesion 08 Day 087 AA,Lesion 08 Day 101 AA,-1.7331221,7.6702037,0,hot
BDQ+DEL,BQ33,9,-602.44,-366.37,-359.48,-495.4,-580.85,-588.73,-633.0,-380.0,-382.0,-509.0,-599.0,-611.0,109.0,135.44,143.43,126.74,126.88,127.34,0.37,0.45,0.43,0.41,0.35,0.36,0.37,0.44,0.43,0.41,0.36,0.35,0.02,0.05,0.03,0.02,0.03,0.03,0.42,0.64,0.53,0.46,0.47,0.45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61,1.61,1.61,1.61,1.61,1.61,Fibrotic Consol,Fibrotic Consol,Fibrotic Consol,Fibrotic Consol,Fibrotic Consol,Fibrotic Consol,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,true,true,true,true,true,true,Lesion 09 Day 032 AA,Lesion 09 Day 045 AA,Lesion 09 Day 060 AA,Lesion 09 Day 073 AA,Lesion 09 Day 087 AA,Lesion 09 Day 101 AA,9.962157,6.607853,8,cool
BDQ+DEL,BQ33,10,-338.76,-243.1,-225.84,-255.19,-257.94,-240.17,-358.0,-238.0,-215.0,-259.0,-244.0,-220.0,139.97,175.5,176.38,167.31,171.61,167.32,0.34,1.99,1.41,0.92,0.74,0.85,0.33,1.38,0.97,0.74,0.62,0.84,0.04,1.6,1.08,0.55,0.4,0.26,0.47,7.37,4.55,2.84,2.35,1.4,,,,,,,0.0,0.07,0.07,0.03,0.01,0.0,0.0,0.05,0.06,0.02,0.0,0.0,0.01,0.29,0.31,0.18,0.11,0.11,0.01,0.27,0.29,0.16,0.1,0.1,0.07692307692307693,3.375,2.4166666666666665,1.3333333333333335,1.0,0.9090909090909092,0.01,0.08,0.12,0.11,0.08,0.07,0.0,0.05,0.09,0.06,0.05,0.05,2.68,2.68,2.68,2.68,2.68,2.68,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,false,false,false,false,false,false,Lesion 10 Day 032 AA,Lesion 10 Day 045 AA,Lesion 10 Day 060 AA,Lesion 10 Day 073 AA,Lesion 10 Day 087 AA,Lesion 10 Day 101 AA,7.0207095,3.407195,13,cool
BDQ+DEL,BQ33,11,-301.01,-129.52,-65.82,-176.37,-296.25,-396.86,-305.0,-52.0,-16.0,-99.0,-244.0,-347.0,174.01,175.01,147.2,211.36,269.74,304.58,0.52,4.48,3.32,2.51,1.52,0.98,0.43,3.99,3.14,2.26,1.38,0.92,0.27,2.75,1.95,1.48,0.88,0.34,3.08,11.44,9.15,7.41,5.52,2.87,,,,,,,0.01,0.97,1.31,1.05,0.58,0.11,0.0,0.87,1.16,0.87,0.36,0.01,0.24,5.06,5.59,3.8,2.02,1.33,0.21,4.83,5.51,3.5,1.66,0.89,1.6153846153846152,60.375,45.916666666666664,29.166666666666668,16.599999999999998,8.090909090909092,0.29,0.3,0.26,0.49,0.53,0.5,0.12,0.79,1.38,0.86,0.5,0.38,3.28,3.28,3.28,3.28,3.28,3.28,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,Cavity,true,true,true,true,true,true,Lesion 11z12 Day 032 AA,Lesion 11z12 Day 045 AA,Lesion 11z12 Day 060 AA,Lesion 11z12 Day 073 AA,Lesion 11z12 Day 087 AA,Lesion 11z12 Day 101 AA,-3.888777,6.2989435,0,hot
BDQ+LIN+PRE,BQ35,1,-258.39,-146.08,-168.32,-15.7,-257.25,-283.62,-255.0,-73.0,-143.0,18.0,-284.0,-291.0,167.8,188.73,184.8,113.82,187.13,206.16,1.3,2.32,1.94,0.9,0.52,0.82,1.26,2.23,1.77,0.87,0.46,0.83,0.46,1.03,0.8,0.3,0.23,0.28,2.85,5.27,4.46,1.85,1.44,2.7,0.22,0.87,0.53,0.06,0.0,0.02,0.22,0.87,0.53,0.06,0.0,0.02,0.06,0.66,0.34,0.0,0.0,0.0,0.94,2.62,1.62,1.83,0.26,0.69,0.89,0.89,1.58,1.82,0.24,0.62,0.07719298245614035,0.1650853889943074,0.1188340807174888,0.03243243243243243,0.0,0.007407407407407407,0.43,0.4,0.38,0.16,0.31,0.38,0.24,0.71,0.43,1.85,0.14,0.26,,,,,,1.4313637641589874,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,true,true,true,true,true,true,Lesion 01z02z03z04z05z06z07z08 Day 035 AA,Lesion 01z02z03z04z05z06z07z08 Day 045 AA,Lesion 01z02z03z04z05z06z07z08 Day 059 AA,Lesion 01z02z03z04z05z06z07z08 Day 073 AA,Lesion 01z02z03z04z05z06z07z08 Day 087 AA,Lesion 01z02z03z04z05z06z07z08 Day 102 AA,-5.5591364,8.669808,5,hot
BDQ+LIN+PRE,BQ35,9,-284.81,-188.28,-291.41,-240.44,-327.2,-355.06,-284.0,-146.0,-300.0,-234.0,-334.0,-376.0,144.55,197.26,153.23,163.53,168.98,164.81,0.94,1.6,1.09,0.47,0.41,0.54,0.88,1.54,0.97,0.45,0.4,0.54,0.25,0.69,0.27,0.11,0.11,0.1,1.58,3.09,1.81,0.82,0.66,0.81,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.06,0.18,0.1,0.02,0.01,0.01,0.06,0.06,0.1,0.02,0.01,0.01,0.0,0.01941747572815534,0.0055248618784530384,0.0,0.0,0.0,0.05,0.05,0.07,0.02,0.02,0.02,0.01,0.06,0.02,0.02,0.01,0.0,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 09 Day 035 AA,Lesion 09 Day 045 AA,Lesion 09 Day 059 AA,Lesion 09 Day 073 AA,Lesion 09 Day 087 AA,Lesion 09 Day 102 AA,3.8405151,4.0176506,1,cool
BDQ+LIN+PRE,BQ35,10,-409.94,-199.65,-404.79,-358.42,-428.76,-566.83,-417.0,-189.0,-400.0,-385.0,-438.0,-558.0,96.48,181.79,138.11,150.69,130.91,80.74,0.76,1.12,0.84,0.4,0.45,0.4,0.76,1.09,0.81,0.4,0.44,0.39,0.12,0.24,0.16,0.05,0.09,0.05,1.05,1.79,1.3,0.55,0.66,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 10 Day 035 AA,Lesion 10 Day 045 AA,Lesion 10 Day 059 AA,Lesion 10 Day 073 AA,Lesion 10 Day 087 AA,Lesion 10 Day 102 AA,5.3611746,6.1748343,9,cool
BDQ+LIN+PRE,BQ35,11,-471.1,-285.27,-218.32,-390.75,-360.82,-685.47,-477.0,-278.0,-194.0,-407.0,-362.0,-690.0,90.17,165.66,135.62,120.7,145.38,100.15,0.5,0.95,1.11,0.3,0.24,0.35,0.5,0.94,1.12,0.28,0.24,0.35,0.05,0.16,0.23,0.04,0.03,0.06,0.64,1.43,1.69,0.43,0.37,0.57,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.14,0.01,0.02,0.03,0.01,0.01,0.14,0.01,0.02,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.0,0.01,0.05,0.08,0.04,0.07,0.0,0.0,0.02,0.05,0.0,0.01,0.0,,,,,,0.47712125471966244,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 11 Day 035 AA,Lesion 11 Day 045 AA,Lesion 11 Day 059 AA,Lesion 11 Day 073 AA,Lesion 11 Day 087 AA,Lesion 11 Day 102 AA,8.564201,5.6747184,8,cool
BDQ+LIN+PRE,BQ35,12,-232.62,-164.77,-270.31,-294.67,-377.0,-547.41,-227.0,-101.0,-271.0,-295.0,-375.0,-557.0,156.55,189.22,154.25,190.8,162.44,147.5,0.93,1.53,1.47,0.4,0.43,0.51,0.88,1.34,1.46,0.38,0.43,0.48,0.27,0.7,0.2,0.07,0.07,0.1,1.56,3.48,1.92,0.67,0.62,0.85,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.09,0.04,0.01,0.01,0.01,0.03,0.03,0.04,0.01,0.01,0.0,0.0,0.0084985835694051,0.005208333333333334,0.0,0.0,0.0,0.02,0.02,0.02,0.01,0.01,0.0,0.01,0.03,0.01,0.01,0.0,0.0,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 12 Day 035 AA,Lesion 12 Day 045 AA,Lesion 12 Day 059 AA,Lesion 12 Day 073 AA,Lesion 12 Day 087 AA,Lesion 12 Day 102 AA,3.6297276,6.9945936,6,cool
BDQ+LIN+PRE,BQ35,13,-331.82,-179.72,-192.92,-252.42,-317.36,-351.26,-348.0,-123.0,-175.0,-242.0,-326.0,-363.0,147.7,190.5,153.44,197.13,157.24,158.78,0.96,2.0,1.98,0.49,0.59,0.72,0.8,1.71,1.94,0.41,0.53,0.7,0.42,0.86,0.51,0.23,0.27,0.2,2.0,3.95,3.09,1.34,1.27,1.27,0.02,0.12,0.1,0.0,0.0,0.0,0.02,0.12,0.1,0.0,0.0,0.0,0.0,0.08,0.06,0.0,0.0,0.0,0.13,0.39,0.26,0.05,0.05,0.06,0.12,0.12,0.26,0.05,0.05,0.05,0.01,0.030379746835443037,0.03236245954692557,0.0,0.0,0.0,0.1,0.08,0.07,0.05,0.06,0.05,0.02,0.11,0.06,0.04,0.02,0.01,,,,,,0.47712125471966244,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,false,false,false,false,false,false,Lesion 13 Day 035 AA,Lesion 13 Day 045 AA,Lesion 13 Day 059 AA,Lesion 13 Day 073 AA,Lesion 13 Day 087 AA,Lesion 13 Day 102 AA,2.1744988,3.3913264,1,cool
BDQ+LIN+PRE,BQ35,14,-176.93,-84.99,-164.23,-152.92,-296.16,-154.27,-132.0,-20.0,-113.0,-74.0,-307.0,-98.0,157.23,168.27,174.81,196.18,181.52,186.24,1.62,2.82,2.35,0.78,0.55,0.86,1.56,2.73,2.25,0.69,0.49,0.84,0.62,1.08,0.72,0.33,0.25,0.24,3.57,5.65,4.4,2.11,1.47,1.92,1.1,2.52,1.89,0.08,0.0,0.01,1.1,2.52,1.89,0.08,0.0,0.01,0.57,2.07,1.36,0.0,0.0,0.0,3.26,7.99,5.01,1.31,0.6,1.18,3.22,3.22,4.97,1.25,0.53,1.07,0.3081232492997199,0.44601769911504424,0.4295454545454545,0.037914691943127965,0.0,0.005208333333333334,0.86,0.55,0.86,0.53,0.65,0.43,1.12,2.19,1.29,1.06,0.31,0.82,,,,,,1.6812412373755872,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,Necrotic,true,true,true,true,true,true,Lesion 14z15z16z17 Day 035 AA,Lesion 14z15z16z17 Day 045 AA,Lesion 14z15z16z17 Day 059 AA,Lesion 14z15z16z17 Day 073 AA,Lesion 14z15z16z17 Day 087 AA,Lesion 14z15z16z17 Day 102 AA,-5.8398647,6.93087,0,hot
BDQ+LIN+PRE,BQ35,18,-397.2,-176.19,-320.66,17.07,-362.93,-79.35,-429.0,-109.0,-341.0,19.0,-389.0,-47.0,140.49,186.03,146.98,48.5,173.4,138.07,0.98,2.44,2.08,0.74,0.54,0.6,1.0,2.37,2.12,0.72,0.55,0.59,0.24,0.7,0.4,0.18,0.22,0.1,1.56,4.12,2.7,1.31,0.97,1.31,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.11,0.25,0.14,0.13,0.03,0.05,0.08,0.08,0.12,0.13,0.02,0.05,0.0,0.024330900243309,0.02222222222222222,0.0,0.0,0.0,0.07,0.04,0.05,0.0,0.03,0.01,0.01,0.06,0.01,0.17,0.01,0.07,,,,,,0.7781512503836436,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,true,true,true,true,true,true,Lesion 18z20 Day 035 AA,Lesion 18z20 Day 045 AA,Lesion 18z20 Day 059 AA,Lesion 18z20 Day 073 AA,Lesion 18z20 Day 087 AA,Lesion 18z20 Day 102 AA,1.9701557,5.5908318,10,cool
BDQ+LIN+PRE,BQ35,19,-343.88,-187.31,-332.1,-309.57,-350.72,-364.2,-358.0,-147.0,-338.0,-326.0,-372.0,-374.0,121.46,179.23,140.76,166.3,152.83,130.02,0.97,1.8,1.12,0.33,0.33,0.66,0.93,1.77,1.06,0.3,0.29,0.64,0.31,0.81,0.25,0.08,0.13,0.15,2.07,3.61,1.91,0.67,0.74,1.17,0.01,0.12,0.02,0.0,0.0,0.0,0.01,0.12,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.18,0.38,0.2,0.05,0.03,0.14,0.17,0.17,0.17,0.04,0.02,0.12,0.004830917874396136,0.0332409972299169,0.010471204188481676,0.0,0.0,0.0,0.15,0.09,0.14,0.09,0.06,0.17,0.02,0.11,0.02,0.03,0.01,0.01,,,,,,0.7781512503836436,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,Fibrotic,false,false,false,false,false,false,Lesion 19 Day 035 AA,Lesion 19 Day 045 AA,Lesion 19 Day 059 AA,Lesion 19 Day 073 AA,Lesion 19 Day 087 AA,Lesion 19 Day 102 AA,4.7331815,8.156828,6,cool
